Śląskiej,zorganizował,wyjazd,nad,morze,.,-,Bilans,tej,wycieczki,na,dziś,jest,taki,",",że,20,mieszkańców,Rudy,Śląskiej,jest,zakażonych,koronawirusem,-,informuje,wiceprezydent,Rudy,Śląskiej,.,Wszyscy,urlopowicze,trafili,do
W,Lublinie,liczba,ognisk,wzrosła,do,5,.,Lubelski,Urząd,Wojewódzki,w,Lublinie,poinformował,rano,o,21,nowych,zakażeniach,koronawirusem,w,regionie,.,8,nowych,zakażeń,SARS,-,CoV,-,2,stwierdzono,w
.,Lubelski,Urząd,Wojewódzki,w,Lublinie,poinformował,rano,o,21,nowych,zakażeniach,koronawirusem,w,regionie,.,8,nowych,zakażeń,SARS,-,CoV,-,2,stwierdzono,w,powiecie,puławskim,",",5,w,Lublinie,","
rano,o,21,nowych,zakażeniach,koronawirusem,w,regionie,.,8,nowych,zakażeń,SARS,-,CoV,-,2,stwierdzono,w,powiecie,puławskim,",",5,w,Lublinie,",",po,3,w,Białej,Podlaskiej,i,powiecie
w,regionie,.,8,nowych,zakażeń,SARS,-,CoV,-,2,stwierdzono,w,powiecie,puławskim,",",5,w,Lublinie,",",po,3,w,Białej,Podlaskiej,i,powiecie,biłgorajskim,oraz,po,1,w,powiatach
zakażeń,SARS,-,CoV,-,2,stwierdzono,w,powiecie,puławskim,",",5,w,Lublinie,",",po,3,w,Białej,Podlaskiej,i,powiecie,biłgorajskim,oraz,po,1,w,powiatach,:,bialskim,i,łęczyńskim,.
puławskim,",",5,w,Lublinie,",",po,3,w,Białej,Podlaskiej,i,powiecie,biłgorajskim,oraz,po,1,w,powiatach,:,bialskim,i,łęczyńskim,.,CZYTAJ,:,MZ,:,903,nowe,przypadki,koronawirusa,","
powiecie,biłgorajskim,oraz,po,1,w,powiatach,:,bialskim,i,łęczyńskim,.,CZYTAJ,:,MZ,:,903,nowe,przypadki,koronawirusa,",",21,z,woj,.,lubelskiego,.,Nie,żyje,kolejnych,13,osób,CZYTAJ
w,powiatach,:,bialskim,i,łęczyńskim,.,CZYTAJ,:,MZ,:,903,nowe,przypadki,koronawirusa,",",21,z,woj,.,lubelskiego,.,Nie,żyje,kolejnych,13,osób,CZYTAJ,:,Lubelskie,:,21,nowych
MZ,:,903,nowe,przypadki,koronawirusa,",",21,z,woj,.,lubelskiego,.,Nie,żyje,kolejnych,13,osób,CZYTAJ,:,Lubelskie,:,21,nowych,przypadków,zakażenia,koronawirusem,TSpi,/,opr,.,PaW,Fot
",",21,z,woj,.,lubelskiego,.,Nie,żyje,kolejnych,13,osób,CZYTAJ,:,Lubelskie,:,21,nowych,przypadków,zakażenia,koronawirusem,TSpi,/,opr,.,PaW,Fot,.,pixabay,.,com,,
.,Są,już,wyniki,badań,Do,Nowego,Sącza,dotarły,już,wszystkie,wyniki,badań,pensjonariuszy,oraz,pracowników,jednego,z,Domów,Pomocy,Społecznej,przy,ul,.,Nawojowskiej,w,Nowym,Sączu,",",w,którym,wykryto,ognisko
ul,.,Nawojowskiej,w,Nowym,Sączu,",",w,którym,wykryto,ognisko,koronawirusa,.,-,Łącznie,wykonano,275,testów,–,mówi,Luiza,Piątkiewicz,",",dyrektor,Miejskiego,Ośrodka,Pomocy,Społecznej,w,Nowym,Sączu,.,–
Piątkiewicz,",",dyrektor,Miejskiego,Ośrodka,Pomocy,Społecznej,w,Nowym,Sączu,.,–,Spośród,tych,osób,mamy,16,pracowników,oraz,70,mieszkańców,z,potwierdzonym,dodatnim,wynikiem,.,Prezydent,miasta,Ludomir,Handzel,informował,wczoraj,o
Miejskiego,Ośrodka,Pomocy,Społecznej,w,Nowym,Sączu,.,–,Spośród,tych,osób,mamy,16,pracowników,oraz,70,mieszkańców,z,potwierdzonym,dodatnim,wynikiem,.,Prezydent,miasta,Ludomir,Handzel,informował,wczoraj,o,tym,",",że
dodatnim,wynikiem,.,Prezydent,miasta,Ludomir,Handzel,informował,wczoraj,o,tym,",",że,znane,są,wyniki,90,z,275,osób,",",od,których,w,środę,zostały,pobrane,wymazy,w,kierunku,SARS,-,CoV
.,Prezydent,miasta,Ludomir,Handzel,informował,wczoraj,o,tym,",",że,znane,są,wyniki,90,z,275,osób,",",od,których,w,środę,zostały,pobrane,wymazy,w,kierunku,SARS,-,CoV,-,2
pobrane,wymazy,w,kierunku,SARS,-,CoV,-,2,.,W,piątek,wiadomo,było,już,o,trzydziestu,osobach,–,26,pensjonariuszach,i,czterech,pracownikach,wspomnianego,DPS,",",u,których,badania,laboratoryjne,potwierdziły,zakażenie
kierunku,SARS,-,CoV,-,2,.,W,piątek,wiadomo,było,już,o,trzydziestu,osobach,–,26,pensjonariuszach,i,czterech,pracownikach,wspomnianego,DPS,",",u,których,badania,laboratoryjne,potwierdziły,zakażenie,koronawirusem,.,Gospodarz
CoV,-,2,.,W,piątek,wiadomo,było,już,o,trzydziestu,osobach,–,26,pensjonariuszach,i,czterech,pracownikach,wspomnianego,DPS,",",u,których,badania,laboratoryjne,potwierdziły,zakażenie,koronawirusem,.,Gospodarz,miasta,informował,mieszkańców
od,12,marca,pensjonariusze,nie,opuszczali,Domu,Pomocy,Społecznej,.,Dzisiaj,znane,są,już,wszystkie,wyniki,275,przebadanych,osób,.,-,Liczba,osób,z,potwierdzonym,wynikiem,to,szesnastu,pracowników,DPS,i,siedemdziesięcioro,mieszkańców
znane,są,już,wszystkie,wyniki,275,przebadanych,osób,.,-,Liczba,osób,z,potwierdzonym,wynikiem,to,szesnastu,pracowników,DPS,i,siedemdziesięcioro,mieszkańców,–,powiedziała,portalowi,Sądeczanin,.,info,",",Luiza,Piątkiewicz,",",dyrektor
wyniki,275,przebadanych,osób,.,-,Liczba,osób,z,potwierdzonym,wynikiem,to,szesnastu,pracowników,DPS,i,siedemdziesięcioro,mieszkańców,–,powiedziała,portalowi,Sądeczanin,.,info,",",Luiza,Piątkiewicz,",",dyrektor,Miejskiego,Ośrodka,Pomocy,Społecznej
",",a,część,osób,z,pozytywnym,wynikiem,objętych,jest,izolacją,domową,.,Kwarantanną,domową,zostały,objęte,42,osoby,",",które,miały,styczność,z,osobami,zakażonymi,.,One,muszą,bacznie,monitorować,stan,swojego,zdrowia
domową,.,Kwarantanną,domową,zostały,objęte,42,osoby,",",które,miały,styczność,z,osobami,zakażonymi,.,One,muszą,bacznie,monitorować,stan,swojego,zdrowia,.,Szefowa,sądeckiego,MOPS,informuje,również,",",że,decyzją,lekarza
zdrowia,.,Szefowa,sądeckiego,MOPS,informuje,również,",",że,decyzją,lekarza,do,pobytu,w,szpitalu,zakwalifikowano,10,pensjonariuszy,ze,względu,na,choroby,współistniejące,.,Wczoraj,transport,medyczny,przetransportował,do,szpitala,siedem,z,nich
szpitalu,zakwalifikowano,10,pensjonariuszy,ze,względu,na,choroby,współistniejące,.,Wczoraj,transport,medyczny,przetransportował,do,szpitala,siedem,z,nich,.,Dzisiaj,do,szpitala,mają,trafić,pozostałe,osoby,.,-,Wszystkie,zarażone,osoby,czują
,Koronawirus,w,Polsce,.,Ognisko,COVID,-,19,we,Wrocławiu,.,Nie,zaraziła,się,tylko,jedna,osoba,Koronawirus,w,Polsce,.,We,Wrocławiu,znaleziono,kolejne,ognisko,COVID,-,19,.,To,Dom
.,To,Dom,Pomocy,Społecznej,Zgromadzenia,Sióstr,Maryi,Niepokalanej,przy,ulicy,Objazdowej,.,Zakażonych,jest,tam,aż,50,osób,.,Koronawirus,w,Polsce,.,We,Wrocławiu,znaleziono,kolejne,ognisko,COVID,-,19,.
.,To,Dom,Pomocy,Społecznej,Zgromadzenia,Sióstr,Maryi,Niepokalanej,przy,ulicy,Objazdowej,.,Zakażonych,jest,tam,aż,50,osób,.,Wykonane,w,ośrodku,badania,potwierdziły,COVID,-,19,u,36,podopiecznych,placówki,.
Zakażonych,jest,tam,aż,50,osób,.,Wykonane,w,ośrodku,badania,potwierdziły,COVID,-,19,u,36,podopiecznych,placówki,.,Tylko,jednej,osobie,udało,się,uniknąć,poważnej,choroby,.,Zakażonych,jest,również,14
osób,.,Wykonane,w,ośrodku,badania,potwierdziły,COVID,-,19,u,36,podopiecznych,placówki,.,Tylko,jednej,osobie,udało,się,uniknąć,poważnej,choroby,.,Zakażonych,jest,również,14,pracowników,.,Jak,ustaliło,""""
36,podopiecznych,placówki,.,Tylko,jednej,osobie,udało,się,uniknąć,poważnej,choroby,.,Zakażonych,jest,również,14,pracowników,.,Jak,ustaliło,"""",Radio,Wrocław,"""",",",wszystkie,osoby,z,wynikiem,pozytywnym,czują,się
.,Koronawirus,w,Polsce,.,Ognisko,COVID,-,19,we,Wrocławiu,.,Nie,zaraziła,się,tylko,jedna,osoba,W,Domu,Pomocy,Społecznej,Zgromadzenia,Sióstr,Maryi,Niepokalanej,przy,ulicy,Objazdowej,we,Wrocławiu,obowiązuje,kwarantanna
koronawirus,stał,się,też,problemem,w,Zakładzie,Leczniczo,-,Opiekuńczym,w,Piszkowicach,na,Dolnym,Śląsku,.,Dwie,zakonnice,z,tego,ośrodka,wybrały,się,bowiem,właśnie,do,Wrocławia,na,spotkanie,z,siostrami,z,ul
w,trakcie,tej,wizyty,najprawdopodobniej,doszło,do,zakażenia,.,W,Piszkowicach,na,COVID,-,19,zachorowało,ponad,40,osób,.,Susza,wciąż,jest,zagrożeniem,.,Eksperci,zalecają,retencjonowanie,wody,W,ośrodkach,tego,typu
,,,,,,,,,,,,,,Sobota,:,771,zachorowań,w,kraju,-,w,województwie,pomorskim,69,",",w,Gdańsku,16,Miasto,Gdańsk,.,Wiadomości
,,,,,,Sobota,:,771,zachorowań,w,kraju,-,w,województwie,pomorskim,69,",",w,Gdańsku,16,Miasto,Gdańsk,.,Wiadomości,",",sport,",",kultura,",",edukacja,",",komunikacja
,,Sobota,:,771,zachorowań,w,kraju,-,w,województwie,pomorskim,69,",",w,Gdańsku,16,Miasto,Gdańsk,.,Wiadomości,",",sport,",",kultura,",",edukacja,",",komunikacja,",",kalendarz,wydarzeń,","
Dominik,Paszliński,/,www,.,gdansk,.,pl,SOBOTA,",",15,SIERPNIA,W,województwie,pomorskim,potwierdzono,69,nowych,przypadków,wirusa,SARS,-,CoV,-,2,:,16,osób,miasto,Gdańsk,-,1,kobieta
SOBOTA,",",15,SIERPNIA,W,województwie,pomorskim,potwierdzono,69,nowych,przypadków,wirusa,SARS,-,CoV,-,2,:,16,osób,miasto,Gdańsk,-,1,kobieta,w,starszym,wieku,",",2,kobiety,i,5
15,SIERPNIA,W,województwie,pomorskim,potwierdzono,69,nowych,przypadków,wirusa,SARS,-,CoV,-,2,:,16,osób,miasto,Gdańsk,-,1,kobieta,w,starszym,wieku,",",2,kobiety,i,5,mężczyzn,w
potwierdzono,69,nowych,przypadków,wirusa,SARS,-,CoV,-,2,:,16,osób,miasto,Gdańsk,-,1,kobieta,w,starszym,wieku,",",2,kobiety,i,5,mężczyzn,w,średnim,wieku,",",6,kobiet
-,CoV,-,2,:,16,osób,miasto,Gdańsk,-,1,kobieta,w,starszym,wieku,",",2,kobiety,i,5,mężczyzn,w,średnim,wieku,",",6,kobiet,i,2,mężczyzn,w,młodym,wieku
2,:,16,osób,miasto,Gdańsk,-,1,kobieta,w,starszym,wieku,",",2,kobiety,i,5,mężczyzn,w,średnim,wieku,",",6,kobiet,i,2,mężczyzn,w,młodym,wieku,6,osób,miasto
-,1,kobieta,w,starszym,wieku,",",2,kobiety,i,5,mężczyzn,w,średnim,wieku,",",6,kobiet,i,2,mężczyzn,w,młodym,wieku,6,osób,miasto,Gdynia,-,1,kobieta,i,1
w,starszym,wieku,",",2,kobiety,i,5,mężczyzn,w,średnim,wieku,",",6,kobiet,i,2,mężczyzn,w,młodym,wieku,6,osób,miasto,Gdynia,-,1,kobieta,i,1,mężczyzna,w,średnim
kobiety,i,5,mężczyzn,w,średnim,wieku,",",6,kobiet,i,2,mężczyzn,w,młodym,wieku,6,osób,miasto,Gdynia,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,i
średnim,wieku,",",6,kobiet,i,2,mężczyzn,w,młodym,wieku,6,osób,miasto,Gdynia,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,i,1,mężczyzna,w,młodym,wieku
6,kobiet,i,2,mężczyzn,w,młodym,wieku,6,osób,miasto,Gdynia,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,i,1,mężczyzna,w,młodym,wieku,oraz,2,chłopców
młodym,wieku,6,osób,miasto,Gdynia,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,i,1,mężczyzna,w,młodym,wieku,oraz,2,chłopców,1,osoba,miasto,Sopot,-,1
osób,miasto,Gdynia,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,i,1,mężczyzna,w,młodym,wieku,oraz,2,chłopców,1,osoba,miasto,Sopot,-,1,mężczyzna,w,młodym
i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,i,1,mężczyzna,w,młodym,wieku,oraz,2,chłopców,1,osoba,miasto,Sopot,-,1,mężczyzna,w,młodym,wieku,7,osób,powiat,pucki,-
mężczyzna,w,średnim,wieku,",",1,kobieta,i,1,mężczyzna,w,młodym,wieku,oraz,2,chłopców,1,osoba,miasto,Sopot,-,1,mężczyzna,w,młodym,wieku,7,osób,powiat,pucki,-,1,kobieta
1,kobieta,i,1,mężczyzna,w,młodym,wieku,oraz,2,chłopców,1,osoba,miasto,Sopot,-,1,mężczyzna,w,młodym,wieku,7,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,starszym
w,młodym,wieku,oraz,2,chłopców,1,osoba,miasto,Sopot,-,1,mężczyzna,w,młodym,wieku,7,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,starszym,wieku,",",2,kobiety,i
chłopców,1,osoba,miasto,Sopot,-,1,mężczyzna,w,młodym,wieku,7,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,starszym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku
miasto,Sopot,-,1,mężczyzna,w,młodym,wieku,7,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,starszym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta
młodym,wieku,7,osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,starszym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodszym,wieku,",",1,nastolatek
osób,powiat,pucki,-,1,kobieta,i,1,mężczyzna,w,starszym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodszym,wieku,",",1,nastolatek,6,osób,powiat
i,1,mężczyzna,w,starszym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodszym,wieku,",",1,nastolatek,6,osób,powiat,kartuski,-,1,mężczyzna,w,starszym
",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodszym,wieku,",",1,nastolatek,6,osób,powiat,kartuski,-,1,mężczyzna,w,starszym,wieku,",",1,kobieta,w,średnim
kobiety,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodszym,wieku,",",1,nastolatek,6,osób,powiat,kartuski,-,1,mężczyzna,w,starszym,wieku,",",1,kobieta,w,średnim,wieku,","
średnim,wieku,",",1,kobieta,w,młodszym,wieku,",",1,nastolatek,6,osób,powiat,kartuski,-,1,mężczyzna,w,starszym,wieku,",",1,kobieta,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku
młodszym,wieku,",",1,nastolatek,6,osób,powiat,kartuski,-,1,mężczyzna,w,starszym,wieku,",",1,kobieta,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,oraz,2,dziewczynki,3,osoby,powiat
osób,powiat,kartuski,-,1,mężczyzna,w,starszym,wieku,",",1,kobieta,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,oraz,2,dziewczynki,3,osoby,powiat,gdański,-,1,kobieta,w,starszym
w,starszym,wieku,",",1,kobieta,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,oraz,2,dziewczynki,3,osoby,powiat,gdański,-,1,kobieta,w,starszym,wieku,",",1,kobieta,i,1
wieku,",",1,kobieta,w,średnim,wieku,",",1,mężczyzna,w,młodym,wieku,oraz,2,dziewczynki,3,osoby,powiat,gdański,-,1,kobieta,w,starszym,wieku,",",1,kobieta,i,1,mężczyzna,w
średnim,wieku,",",1,mężczyzna,w,młodym,wieku,oraz,2,dziewczynki,3,osoby,powiat,gdański,-,1,kobieta,w,starszym,wieku,",",1,kobieta,i,1,mężczyzna,w,średnim,wieku,2,osoby,powiat
młodym,wieku,oraz,2,dziewczynki,3,osoby,powiat,gdański,-,1,kobieta,w,starszym,wieku,",",1,kobieta,i,1,mężczyzna,w,średnim,wieku,2,osoby,powiat,sztumski,-,2,kobiety,w,średnim
2,dziewczynki,3,osoby,powiat,gdański,-,1,kobieta,w,starszym,wieku,",",1,kobieta,i,1,mężczyzna,w,średnim,wieku,2,osoby,powiat,sztumski,-,2,kobiety,w,średnim,wieku,1,osoba
gdański,-,1,kobieta,w,starszym,wieku,",",1,kobieta,i,1,mężczyzna,w,średnim,wieku,2,osoby,powiat,sztumski,-,2,kobiety,w,średnim,wieku,1,osoba,powiat,słupski,-,1,mężczyzna
starszym,wieku,",",1,kobieta,i,1,mężczyzna,w,średnim,wieku,2,osoby,powiat,sztumski,-,2,kobiety,w,średnim,wieku,1,osoba,powiat,słupski,-,1,mężczyzna,w,starszym,wieku,2,osoby
i,1,mężczyzna,w,średnim,wieku,2,osoby,powiat,sztumski,-,2,kobiety,w,średnim,wieku,1,osoba,powiat,słupski,-,1,mężczyzna,w,starszym,wieku,2,osoby,powiat,nowodworski,-,1,mężczyzna
wieku,2,osoby,powiat,sztumski,-,2,kobiety,w,średnim,wieku,1,osoba,powiat,słupski,-,1,mężczyzna,w,starszym,wieku,2,osoby,powiat,nowodworski,-,1,mężczyzna,w,średnim,wieku,",",1
-,2,kobiety,w,średnim,wieku,1,osoba,powiat,słupski,-,1,mężczyzna,w,starszym,wieku,2,osoby,powiat,nowodworski,-,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,średnim,wieku,1
wieku,1,osoba,powiat,słupski,-,1,mężczyzna,w,starszym,wieku,2,osoby,powiat,nowodworski,-,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,średnim,wieku,1,osoba,powiat,chojnicki,-,1
1,mężczyzna,w,starszym,wieku,2,osoby,powiat,nowodworski,-,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,średnim,wieku,1,osoba,powiat,chojnicki,-,1,kobieta,w,starszym,wieku,5,osób
2,osoby,powiat,nowodworski,-,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,średnim,wieku,1,osoba,powiat,chojnicki,-,1,kobieta,w,starszym,wieku,5,osób,powiat,tczewski,-,1,kobieta
1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,średnim,wieku,1,osoba,powiat,chojnicki,-,1,kobieta,w,starszym,wieku,5,osób,powiat,tczewski,-,1,kobieta,w,starszym,wieku,",",1
",",1,kobieta,w,średnim,wieku,1,osoba,powiat,chojnicki,-,1,kobieta,w,starszym,wieku,5,osób,powiat,tczewski,-,1,kobieta,w,starszym,wieku,",",1,kobieta,w,młodym,wieku,","
wieku,1,osoba,powiat,chojnicki,-,1,kobieta,w,starszym,wieku,5,osób,powiat,tczewski,-,1,kobieta,w,starszym,wieku,",",1,kobieta,w,młodym,wieku,",",2,kobiety,i,1,mężczyzna
1,kobieta,w,starszym,wieku,5,osób,powiat,tczewski,-,1,kobieta,w,starszym,wieku,",",1,kobieta,w,młodym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,4,osoby,z
osób,powiat,tczewski,-,1,kobieta,w,starszym,wieku,",",1,kobieta,w,młodym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,4,osoby,z,powiatu,lęborskiego,-,1,mężczyzna,w
-,1,kobieta,w,starszym,wieku,",",1,kobieta,w,młodym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,4,osoby,z,powiatu,lęborskiego,-,1,mężczyzna,w,starszym,wieku,","
wieku,",",1,kobieta,w,młodym,wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,4,osoby,z,powiatu,lęborskiego,-,1,mężczyzna,w,starszym,wieku,",",1,mężczyzna,w,młodym,wieku
wieku,",",2,kobiety,i,1,mężczyzna,w,średnim,wieku,4,osoby,z,powiatu,lęborskiego,-,1,mężczyzna,w,starszym,wieku,",",1,mężczyzna,w,młodym,wieku,",",2,kobiety,w,średnim,wieku
mężczyzna,w,średnim,wieku,4,osoby,z,powiatu,lęborskiego,-,1,mężczyzna,w,starszym,wieku,",",1,mężczyzna,w,młodym,wieku,",",2,kobiety,w,średnim,wieku,3,osoby,z,powiatu,wejherowskiego,-
z,powiatu,lęborskiego,-,1,mężczyzna,w,starszym,wieku,",",1,mężczyzna,w,młodym,wieku,",",2,kobiety,w,średnim,wieku,3,osoby,z,powiatu,wejherowskiego,-,1,kobieta,i,1,mężczyzna,w
mężczyzna,w,starszym,wieku,",",1,mężczyzna,w,młodym,wieku,",",2,kobiety,w,średnim,wieku,3,osoby,z,powiatu,wejherowskiego,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta
mężczyzna,w,młodym,wieku,",",2,kobiety,w,średnim,wieku,3,osoby,z,powiatu,wejherowskiego,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,2,osoby,z
wieku,",",2,kobiety,w,średnim,wieku,3,osoby,z,powiatu,wejherowskiego,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,2,osoby,z,powiatu,kościerskiego,-
wieku,3,osoby,z,powiatu,wejherowskiego,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,2,osoby,z,powiatu,kościerskiego,-,1,kobieta,i,1,mężczyzna,w
wejherowskiego,-,1,kobieta,i,1,mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,2,osoby,z,powiatu,kościerskiego,-,1,kobieta,i,1,mężczyzna,w,młodym,wieku,10,osób,z
mężczyzna,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,2,osoby,z,powiatu,kościerskiego,-,1,kobieta,i,1,mężczyzna,w,młodym,wieku,10,osób,z,powiatu,starogardzkiego,-,4,kobiety,i
wieku,",",1,kobieta,w,młodym,wieku,2,osoby,z,powiatu,kościerskiego,-,1,kobieta,i,1,mężczyzna,w,młodym,wieku,10,osób,z,powiatu,starogardzkiego,-,4,kobiety,i,4,mężczyzn,w
młodym,wieku,2,osoby,z,powiatu,kościerskiego,-,1,kobieta,i,1,mężczyzna,w,młodym,wieku,10,osób,z,powiatu,starogardzkiego,-,4,kobiety,i,4,mężczyzn,w,średnim,wieku,",",1,kobieta
kościerskiego,-,1,kobieta,i,1,mężczyzna,w,młodym,wieku,10,osób,z,powiatu,starogardzkiego,-,4,kobiety,i,4,mężczyzn,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,i,1,nastolatek
kobieta,i,1,mężczyzna,w,młodym,wieku,10,osób,z,powiatu,starogardzkiego,-,4,kobiety,i,4,mężczyzn,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,i,1,nastolatek,-,Osoby,z
wieku,10,osób,z,powiatu,starogardzkiego,-,4,kobiety,i,4,mężczyzn,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,i,1,nastolatek,-,Osoby,z,powiatu,puckiego,związane,są,z,ogniskiem
-,4,kobiety,i,4,mężczyzn,w,średnim,wieku,",",1,kobieta,w,młodym,wieku,i,1,nastolatek,-,Osoby,z,powiatu,puckiego,związane,są,z,ogniskiem,zakażenia,w,Szpitalu,w,Wejherowie,-
w,Wejherowie,-,informuje,Tomasz,Augustyniak,",",Pomorski,Państwowy,Wojewódzki,Inspektor,Sanitarny,na,Twitterze,.,-,Dwie,osoby,z,powiatu,starogardzkiego,powiązane,z,ogn,.,ROPS,.,Osoby,z,powiatu,sztumskiego,związane,są
.,ROPS,.,Osoby,z,powiatu,sztumskiego,związane,są,z,weselem,w,gminie,Sztum,.,Łącznie,31,osób,pozostawało,w,kwarantannie,",",a,5,w,nadzorze,epidemiologicznym,W,Gdańsku,liczba,osób,z,potwierdzonym
związane,są,z,weselem,w,gminie,Sztum,.,Łącznie,31,osób,pozostawało,w,kwarantannie,",",a,5,w,nadzorze,epidemiologicznym,W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od,początku
kwarantannie,",",a,5,w,nadzorze,epidemiologicznym,W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,),wynosi,471,",",na,Pomorzu,-,1489,(,w,tym,40
W,Gdańsku,liczba,osób,z,potwierdzonym,zakażeniem,covid,-,19,(,od,początku,epidemii,),wynosi,471,",",na,Pomorzu,-,1489,(,w,tym,40,zgonów,),.,Z,podziałem,na,miasta
